"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"SLQ4WTPQ","webpage","2016","2020; HAS (FR)","Dermatomyosite de l’enfant et de l’adulte","","","","","France","","2016","2026-01-08 01:29:58","2026-01-08 01:29:58","","","","","","","","","","","","","","","French","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QRURHHVS","webpage","2008","Iñaki Gutierrez-Ibarluzea (igutierrezibarluzea@bioef.org); Literature bibliographic search protocols adapting them to the different search outputs; 2020; OSTEBA (ES)","Desarrollo de protocolos de búsqueda bibliográfica de la literatura adaptándolos a los diferentes productos de evaluación (Informe nº: Osteba E-08-03)","","","","","Spain","","2008","2026-01-08 01:29:58","2026-01-08 01:29:58","","","","","","","","","","","","","","","Spanish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S6LTYXWB","webpage","2011","Asun Gutiérrez Iglesias (ma-gutierreziglesias@euskadi.eus); THE DEVELOPMENT OF THE SET OF BASIC DATA ON SPECIALISED AMBULATORY CARE (SBD-SAC) OF OSAKIDETZA. PILOT SCHEME IN THREE HOSPITALS; 2020; OSTEBA (ES)","Desarrollo del Conjunto de Datos Básicos de la Asistencia Ambulatoria Especializada (CDB-AAE) de Osakidetza. Experiencia piloto en tres hospitales (Informe nº: Osteba D11/05)","","","","","Spain","","2011","2026-01-08 01:29:58","2026-01-08 01:29:58","","","","","","","","","","","","","","","Spanish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ISDLZ8CZ","webpage","2007","DEVELOPMENT AND EVALUATION OF TOOLS DESIGNED IN ORDER TO ENSURE PATIENT SAFETY FOR POSSIBLE INCORPORATION INTO THE MANAGEMENT OF HEALTHCARE PROCESSES; 2020; OSTEBA (ES)","Desarrollo y evaluación de herramientas para la seguridad del paciente que puedan ser incorporadas en la gestión de procesos asistenciales (Informe nº: Osteba D-08-03)","","","","","Spain","","2007","2026-01-08 01:29:58","2026-01-08 01:29:58","","","","","","","","","","","","","","","Spanish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XCH34INH","webpage","2014","Asun Gutiérrez Iglesias (ma-gutierreziglesias@euskadi.eus); THE DEVELOPMENT AND PILOTING OF A MULTIDISCIPLINARY COLLABORATIVE PROGRAM FOR THE COMPREHENSIVE CARE OF PATIENTS DIAGNOSED WITH HEART FAILURE (HF) – PROMIC; 2020; OSTEBA (ES)","Desarrollo y pilotaje de un programa colaborativo multidisciplinar para la atención integral de pacientes diagnosticados de insuficiencia cardíaca (IC) PROMIC (Informe nº: Osteba D-14-01)","","","","","Spain","","2014","2026-01-08 01:29:58","2026-01-08 01:29:58","","","","","","","","","","","","","","","Spanish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KCBPB285","webpage","2005","DESCRIPTION OF THE ELABORATION OF A CLINICAL PRACTICE GUIDELINE FOR ASTHMA IN THE AUTONOMOUS COMMUNITY OF THE BASQUE COUNTRY BY MEANS OF A MIXED METHOD OF ADAPTATION-DEVELOPMENT-ACTUALIZATION; 2020; OSTEBA (ES)","Descripción de la metodología de elaboración-adaptación-actualización empleada en la guía de práctica clínica sobre asma de la Comunidad Autónoma del País Vasco (Informe nº: Osteba D-05-03)","","","","","Spain","","2005","2026-01-08 01:29:58","2026-01-08 01:29:58","","","","","","","","","","","","","","","Spanish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M98T8EI5","webpage","2014","Iñaki Gutierrez-Ibarluzea (igutierrezibarluzea@bioef.org); Subcutaneous defibrillator; 2020; OSTEBA (ES)","Desfibrilador subcutáneo (Informe nº: Osteba E-14-15)","","","","","Spain","","2014","2026-01-08 01:29:58","2026-01-08 01:29:58","","","","","","","","","","","","","","","Spanish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HNVSRB36","webpage","2007","Asun Gutiérrez Iglesias (ma-gutierreziglesias@euskadi.eus); SOCIAL INEQUALITIES IN PERINATAL HEALTH IN THE BASQUE AUTONOMOUS COMMUNITY; 2020; OSTEBA (ES)","Desigualdades sociales en la salud perinatal en la CAPV (Informe nº: Osteba D-07-05)","","","","","Spain","","2007","2026-01-08 01:29:58","2026-01-08 01:29:58","","","","","","","","","","","","","","","Spanish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32E5BHCF","webpage","2010","Mirte Tilma (m.tilma@iknl.nl); Screening for psychosocial distress; 2020; IKNL (NL)","Detecteren behoefte psychosociale zorg. National evidence-based guideline","","","","","Netherlands","","2010","2026-01-08 01:29:58","2026-01-08 01:29:58","","","","","","","","","","","","","","","Dutch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CDTCYLIR","webpage","","Ina Kopp (imwi@awmf.org); German-Austrian guidelines on antiretroviral therapy for HIV-1 infection; 2025; AWMF (DE)","Deutsch-Österreichische Leitlinien zur antiretroviralen Therapie der HIV-1-Infektion. S2k-LL (DAIG, INSTAND)","","","","","Germany","","","2026-01-08 01:29:58","2026-01-08 01:29:58","","","","","","","","","","","","","","","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4PUBNBU2","webpage","2017","2020; RNAO (CA)","Developing and Sustaining Effective Staffing and Workload Practices","","","","","Canada","","2017","2026-01-08 01:29:58","2026-01-08 01:29:58","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5L6VBAML","webpage","2013","2020; RNAO (CA)","Developing and Sustaining Interprofessional Health Care: Optimizing patients/clients, organizational, and system outcomes","","","","","Canada","","2013","2026-01-08 01:29:58","2026-01-08 01:29:58","","","","","","","","","","","","","","","English,French","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EKCEKVST","webpage","2013","2020; RNAO (CA)","Developing and Sustaining Nursing Leadership","","","","","Canada","","2013","2026-01-08 01:29:58","2026-01-08 01:29:58","","","","","","","","","","","","","","","English,French,Italian,Spanish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9PVB87DI","webpage","2014","2020; NICE (UK)","Developing and updating local formularies (MPG1)","","","","","United Kingdom","","2014","2026-01-08 01:29:59","2026-01-08 01:29:59","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJFG4KPE","webpage","","Changhe YU, yakno2@163.com; Hong CHEN, Tuinach@163.com; Development of international guidelines by Tuina practitioners for specific acupoints of paediatrics Tuina (2022 version)","Development of international guidelines by Tuina practitioners for specific acupoints of paediatrics Tuina (2022 version)","","","","","","","","2026-01-08 01:29:59","2026-01-08 01:29:59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SUWYWH2K","webpage","2017","2020; NICE (UK)","Developmental follow-up of children and young people born preterm (NG72)","","","","","United Kingdom","","2017","2026-01-08 01:29:59","2026-01-08 01:29:59","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T3N5ASC2","webpage","2021","Raija Sipilä (raija.sipila@duodecim.fi); Diabetes-related foot problems; 2020; CC (FI)","Diabeetikon jalkaongelmat","","","","","Finland","","2021","2026-01-08 01:29:59","2026-01-08 01:29:59","","","","","","","","","","","","","","","Finnish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8DYCLK3Y","webpage","2024","Raija Sipilä (raija.sipila@duodecim.fi); Diabetic retinopathy; 2020; CC (FI)","Diabeettinen retinopatia","","","","","Finland","","2024","2026-01-08 01:29:59","2026-01-08 01:29:59","","","","","","","","","","","","","","","Finnish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8QFSVKQB","webpage","","Asma Ben Brahem (a.benbrahem@inasante.tn); Diabetes in pregnancy","DIABETE ET GROSSESSE : DE LA PRECONCEPTION AU POSTNATAL","","","","","","","","2026-01-08 01:29:59","2026-01-08 01:29:59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EFD5CFMV","webpage","2025","Raija Sipilä (raija.sipila@duodecim.fi); Diabetic kidney disease; 2020; CC (FI)","Diabeteksen munuaistauti","","","","","Finland","","2025","2026-01-08 01:30:51","2026-01-08 01:30:51","","","","","","","","","","","","","","","Finnish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2F7U2F46","webpage","0000","Ina Kopp (imwi@awmf.org); Diabetes & Psyche; 2020; AWMF (DE)","Diabetes & Psyche. S3-LL (DDG)","","","","","Germany","","0000","2026-01-08 01:30:51","2026-01-08 01:30:51","","","","","","","","","","","","","","","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JMZAXDJ9","webpage","2015","2020; NICE (UK)","Diabetes (type 1 and type 2) in children and young people: diagnosis and management (NG18)","","","","","United Kingdom","","2015","2026-01-08 01:30:51","2026-01-08 01:30:51","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7HYW34AS","webpage","","Ina Kopp (imwi@awmf.org); Diabetes in pregnancy","Diabetes in der Schwangerschaft. S2e-LL (DDG)","","","","","","","","2026-01-08 01:30:51","2026-01-08 01:30:51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQ3DKRBK","webpage","2015","2020; NICE (UK)","Diabetes in pregnancy: management from preconception to the postnatal period (NG3)","","","","","United Kingdom","","2015","2026-01-08 01:30:52","2026-01-08 01:30:52","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WMSP5DQA","webpage","2008","Lisa Moloney (lmoloney@eatright.org); 2020; Academy of Nutrition and Dietetics","Diabetes Mellitus (DM) Type 1 and 2. Evidence-based Nutrition Practice Guideline","","","","","United States","","2008","2026-01-08 01:30:52","2026-01-08 01:30:52","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JHEPTHNG","webpage","2017","Ministry of Public Health (ralhuneiti@MOPH.GOV.QA); 31/08/2019; 2020; MOPH QA Ministry of Public Health/Qatar","Diabetes mellitus in pregnancy","","","","","Qatar","","2017","2026-01-08 01:30:52","2026-01-08 01:30:52","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TL6EFGVU","webpage","2018","Jolanda Wittenberg (j.wittenberg@nhg.org); Diabetes mellitus type 2; 2020; NHG (NL)","Diabetes mellitus type 2 (M01)","","","","","Netherlands","","2018","2026-01-08 01:30:52","2026-01-08 01:30:52","","","","","","","","","","","","","","","Dutch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D8NKEV3V","webpage","","Ina Kopp (imwi@awmf.org); Diabetes and periodontitis","Diabetes und Parodontitis. S2k (DGZMK, DG Paro, DDG)","","","","","","","","2026-01-08 01:30:52","2026-01-08 01:30:52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"636GQN8W","webpage","","Ina Kopp (imwi@awmf.org); Diabetes and road traffic","Diabetes und Straßenverkehr. S2e-LL (DDG)","","","","","","","","2026-01-08 01:30:52","2026-01-08 01:30:52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5RN6U868","webpage","2016","Corinna Schaefer (schaefer@azq.de); Prevention and treatment of retinal complications in diabetes – patient version of the German National Disease Management Guideline; 2001-10-20; 2020; AQuMed/AEZQ (DE)","Diabetes. Schäden an der Netzhaut: Vorbeugen und behandeln. PatientenLeitlinie zur Nationalen VersorgungsLeitlinie","","","","","Germany","","2016","2026-01-08 01:30:53","2026-01-08 01:30:53","","","","","","","","","","","","","","","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7BNWWGU3","webpage","2015","2020; NICE (UK)","Diabetic foot problems: prevention and management (NG19)","","","","","United Kingdom","","2015","2026-01-08 01:30:53","2026-01-08 01:30:53","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J22N8QYS","webpage","2024","Nafsin Nizum (nnizum@rnao.ca); RNAO (CA)","Diabetic foot ulcers: Prevention, assessment and management","","","","","Asia-Pacific countries,Australia,Belgium,Canada,China,Denmark,Egypt,Europe,Finland,France,Germany,India,International,Italy,Japan,Kingdom of Saudi Arabia,Korea,Latin America,Malaysia,Netherlands,New Zealand,Qatar,Scotland,Singapore,South Africa,Spain,Tunisia,United Kingdom,United States","","2024","2026-01-08 01:30:53","2026-01-08 01:30:53","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V7FMX9IG","webpage","2024","2024; NICE (UK)","Diabetic retinopathy: management and monitoring (NG242)","","","","","United Kingdom","","2024","2026-01-08 01:30:53","2026-01-08 01:30:53","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"88U9AS3M","webpage","","Ina Kopp (imwi@awmf.org); Diagnosis of mucoviscidosis","Diagnose der Mukoviszidose. S2k-LL (GPP)","","","","","","","","2026-01-08 01:30:53","2026-01-08 01:30:53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C2EAFT85","webpage","","Ina Kopp (imwi@awmf.org); Diagnosis and non-interventional therapy of neuropathic pain; 31/01/2026; 2021; AWMF (DE)","Diagnose und nicht interventionelle Therapie neuropathischer Schmerzen. S2k-LL (DGN)","","","","","Germany","","","2026-01-08 01:30:53","2026-01-08 01:30:53","","","","","","","","","","","","","","","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G7XGXBGQ","webpage","","Ina Kopp (imwi@awmf.org); Diagnosis and therapy of bee and wasp venom allergy","Diagnose und Therapie der Bienen- und Wespengiftallergie. S2k-LL (DGAKI)","","","","","","","","2026-01-08 01:30:54","2026-01-08 01:30:54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9T8FWHDY","webpage","","Ina Kopp (imwi@awmf.org); Diagnosis and therapy of multiple sclerosis, neuromyelitis optica spectrum and MOG-IgG-associated diseases - Living Guideline","Diagnose und Therapie der Multiplen Sklerose, Neuromyelitis Optica Spektrum und MOG-IgG-assoziierte Erkrankungen - Living Guideline. S2k-LL (DGN, DGGG)","","","","","","","","2026-01-08 01:30:54","2026-01-08 01:30:54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6NVBY6BE","webpage","","Ina Kopp (imwi@awmf.org); Diagnosis and therapy of Guillain-Barré syndrome in children and adolescents (ICD-10: G61.0); 2024; AWMF (DE)","Diagnose und Therapie des Guillain-Barré Syndroms im Kindes- und Jugendalter (ICD-10: G61.0). S3-LL (GNP)","","","","","Germany","","","2026-01-08 01:30:54","2026-01-08 01:30:54","","","","","","","","","","","","","","","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FYIJSK8Y","webpage","2019","Ina Kopp (imwi@awmf.org); Diagnosis and treatment of neuropathic pain; 30/09/2025; 2020; AWMF (DE)","Diagnose und Therapie neuropathischer Schmerzen. S2k-LL (DGN)","","","","","Germany","","2019","2026-01-08 01:30:54","2026-01-08 01:30:54","","","","","","","","","","","","","","","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"652JMS9J","webpage","","Ina Kopp (imwi@awmf.org); Diagnosis and therapy of glomerulonephritis","Diagnose und Therapie von Glomerulonephritiden. S3-LL (DGfN)","","","","","","","","2026-01-08 01:30:54","2026-01-08 01:30:54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3IFZVVCZ","webpage","","Ina Kopp (imwi@awmf.org); Diagnosis of platelet dysfunction - thrombocytopathies","Diagnose von Thrombozytenfunktionsstörungen - Thrombozytopathien . S2k-LL (GTH)","","","","","","","","2026-01-08 01:30:55","2026-01-08 01:30:55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YQZHWR8M","webpage","","Ina Kopp (imwi@awmf.org); Diagnosis and drug therapy of psoriatic arthritis; 2021; AWMF (DE)","Diagnosestellung und medikamentöse Therapie der Psoriasis Arthritis. S3-LL (DGRh)","","","","","Germany","","","2026-01-08 01:30:55","2026-01-08 01:30:55","","","","","","","","","","","","","","","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A35XYKSD","webpage","","grc@who.int; Diagnosing and managing disseminated histoplamsosis among people living with HIV; PAHO","Diagnosing and managing disseminated histoplamsosis among people living with HIV","","","","","","","","2026-01-08 01:30:55","2026-01-08 01:30:55","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9DHGGPVF","webpage","2022","Amir Qaseem (aqaseem@acponline.org); ACP (US)","Diagnosis and Management of Acute Left-Sided Colonic Diverticulitis: A Clinical Guideline From the American College of Physicians","","","","","United States","","2022","2026-01-08 01:30:55","2026-01-08 01:30:55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ITMKT5ZN","webpage","","ESCMID Office, guidancedocuments@escmid.org; NA","Diagnosis and management of Aspergillus diseases: executive summary of the 2017 ESCMID-ECMM-ERS guideline","","","","","","","","2026-01-08 01:30:56","2026-01-08 01:30:56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y639IBDB","webpage","","Ministry of Public Health; P.O. Box 42; Doha, Qatar; Phone: (+974) 4407 0964; Email: clinicalguidelines@moph.gov.qa","Diagnosis and Management of Asthma in Adults","","","","","","","","2026-01-08 01:30:56","2026-01-08 01:30:56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7TZJKKUX","webpage","","Ministry of Public Health; P.O. Box 42; Doha, Qatar; Phone: (+974) 4407 0964; Email: clinicalguidelines@moph.gov.qa","Diagnosis and Management of Asthma in Children","","","","","","","","2026-01-08 01:30:56","2026-01-08 01:30:56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6YE4UY4X","webpage","","Ministry of Public Health; P.O. Box 42; Doha, Qatar; Phone: (+974) 4407 0964; Email: clinicalguidelines@moph.gov.qa","Diagnosis and Management of Autism Spectrum Disorder","","","","","","","","2026-01-08 01:30:57","2026-01-08 01:30:57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3DQ95ZPG","webpage","2004","2020; HTA DoH (MY)","Diagnosis and Management of Chronic Myeloproliferative Disorder","","","","","Malaysia","","2004","2026-01-08 01:30:57","2026-01-08 01:30:57","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PFDLR63G","webpage","2011","Ailsa Stein (ailsa.stein@nhs.scot); 30/09/2019; 2020; SIGN (GB)","Diagnosis and management of colorectal cancer (SIGN CPG 126)","","","","","United Kingdom","","2011","2026-01-08 01:30:57","2026-01-08 01:30:57","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X9EBDBU2","webpage","2015","Roberta James (roberta.james@nhs.scot); 2001-10-21; 2020; SIGN (GB)","Diagnosis and management of epilepsy in adults (SIGN CPG 143)","","","","","United Kingdom","","2015","2026-01-08 01:30:57","2026-01-08 01:30:57","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASCDMYSR","webpage","","Ministry of Public Health; P.O. Box 42; Doha, Qatar; Phone: (+974) 4407 0964; Email: clinicalguidelines@moph.gov.qa","Diagnosis and Management of Generalized Anxiety Disorder in Adults","","","","","","","","2026-01-08 01:30:57","2026-01-08 01:30:57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"996VQAX9","webpage","2023","Vicky Jespers (KCE); KCE (BE)","Diagnosis and management of gonorrhoea and syphilis","","","","","Belgium","","2023","2026-01-08 01:30:58","2026-01-08 01:30:58","","","","","","","","","","","","","","","Dutch,English,French","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P9SEW8LB","webpage","2019","Vicky Jespers (vicky.jespers@kce.fgov.be); 2020; KCE (BE)","Diagnosis and management of gonorrhoea and syphilis","","","","","Belgium","","2019","2026-01-08 01:30:58","2026-01-08 01:30:58","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JIBXX3A3","webpage","2010","Roberta James (roberta.james@nhs.scot); 30/10/2013; 2020; SIGN (GB)","Diagnosis and management of psoriasis and psoriatic arthritis in adults (SIGN CPG 121)","","","","","United Kingdom","","2010","2026-01-08 01:30:58","2026-01-08 01:30:58","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MRI9P99C","webpage","","","Diagnosis and Management of Sepsis","","","","","","","","2026-01-08 01:30:58","2026-01-08 01:30:58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9UD3WMN4","webpage","2020","guidelines@asco.org; 2020; ASCO (US)","Diagnosis and Management of Squamous Cell Carcinoma of Unknown Primary in the Head and Neck: ASCO Guideline","","","","","United States","","2020","2026-01-08 01:30:58","2026-01-08 01:30:58","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XEEQPXJV","webpage","","","Diagnosis and Management of the Common Cold in Adults and Children","","","","","","","","2026-01-08 01:30:58","2026-01-08 01:30:58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WM2FUFQ4","webpage","2011","2020; KCE (BE)","Diagnosis and treatment of varicose veins in the legs","","","","","Belgium","","2011","2026-01-08 01:30:59","2026-01-08 01:30:59","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GR689LAX","webpage","2016","Amir Qaseem (aqaseem@acponline.org); ACP (US)","Diagnosis of Acute Gout: A Clinical Practice Guideline From the American College of Physicians","","","","","United States","","2016","2026-01-08 01:30:59","2026-01-08 01:30:59","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59HD6GHY","webpage","2014","Amir Qaseem (aqaseem@acponline.org); ACP (US)","Diagnosis of Obstructive Sleep Apnea in Adults: A Clinical Practice Guideline From the American College of Physicians","","","","","United States","","2014","2026-01-08 01:30:59","2026-01-08 01:30:59","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5DUM9Y5E","webpage","2017","HTA DoH (MY)","Diagnosis, Management & Prevention of Infective Endocarditis","","","","","Malaysia","","2017","2026-01-08 01:30:59","2026-01-08 01:30:59","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72R7NCXI","webpage","2025","Katrien Van Thienen (katrien.vanthienen@worel.be) and Martine Goossens (martine.goossens@worel.be); Diagnosis, treatment, follow-up and referral of infections with Chlamydia trachomatis (CT) in primary care; 2025; Working Group Development of Primary Care Guidelines (WOREL)","Diagnosis, treatment, follow-up and referral of infections with Chlamydia trachomatis (CT) in primary care","","","","","Belgium","","2025","2026-01-08 01:30:59","2026-01-08 01:30:59","","","","","","","","","","","","","","","Dutch,English,French","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
